support,time
1,10730.054866999999
2,39.276332000000025
3,17.828383000001224
4,4.429460000000773
5,4.4725010000021825
6,4.155821999997755
7,4.0876790000012875
8,4.03736999999893
9,4.073121000001123
10,4.150428999999178
11,3.9541830000011657
12,4.043258000002936
13,4.156173999998458
14,3.970188000000263
15,4.063253999998295
16,4.022891999998279
17,4.031958999998864
18,4.087022000000218
19,3.967073000001875
20,4.0545630000004
21,4.030307000000732
22,3.952629000000485
23,4.035976000000829
24,4.0350019999984
25,3.9599350000010247
26,4.051920000001985
27,4.020531999998411
28,4.037409999998687
29,4.013550999999893
30,4.029846999998199
31,4.046903999999074
32,4.023889999999142
33,3.9518120000003876
34,4.126339999999118
35,4.095218999999872
36,3.948940000000789
37,4.059289000000632
38,3.991764999998537
39,5.611348000002181
40,6.788174000000424
41,7.595200000000801
42,6.746638999999277
43,6.716544999999741
44,6.655897000001687
45,6.763764000002226
46,4.852454000001671
47,6.825145000000532
48,7.22829000000047
49,6.476236000001023
50,4.993349999999452
51,4.5973119999978
52,7.118828999999494
53,4.842715999998859
54,5.207283000000729
55,7.328277999999244
56,6.674069999998977
57,4.197001000001421
58,4.550336000001209
59,4.060023000000967
60,4.075175000000542
61,4.18174699999696
62,4.018264999999133
63,4.664870999999238
64,4.080158000000722
65,4.047367000001856
66,4.079137999998039
67,4.135199000000256
68,4.045021000003146
69,4.025255999998478
70,3.9952450000022566
71,4.1172849999995265
72,4.033827000000656
73,3.928798000000455
74,4.197484000002305
75,3.9253620000003764
76,4.29458900000057
77,3.9318090000008965
78,3.9487730000011823
79,5.288633000002818
80,6.966772000001953
81,6.3182109999999625
82,7.7049999999978525
83,7.801113000002857
84,6.185501999997456
85,7.4907950000024925
86,6.6032980000017005
87,7.050856999999411
88,5.938450000002149
89,5.9279219999979205
90,7.079695999998137
91,7.708744000002099
92,7.437071000001794
93,7.771170999998134
94,7.851462999997949
95,7.686214999999663
96,7.896322000000566
