support,time
2,38426.66317700059
3,32966.4719479988
4,16213.363617000141
5,8015.2028820011765
6,7866.581934998976
7,7936.82211599662
8,165.4739059995336
9,138.41919600235997
10,111.4272679988062
11,104.59733800234972
12,104.77856399666052
13,98.33530600008089
14,118.79527600103756
15,91.58247899904381
16,89.32031999938772
17,88.34193700022297
18,87.52400599769317
19,87.32973099904484
20,86.98324500073795
21,86.4590830024099
22,86.5388329984853
23,89.681698998902
24,86.57083899743157
25,85.87764199910453
26,87.17390099991462
27,86.18176199888694
28,86.13732700177934
29,87.52746199752437
30,86.16721499856794
31,86.33627299786895
32,86.57512699937797
33,89.53338999708649
34,88.89083399844822
35,87.25755399791524
36,89.28706900042016
37,86.47894499881659
38,86.44212099898141
39,85.72817199819838
40,86.3463950008736
41,86.86108500114642
42,85.89813099752064
43,86.00808100163704
44,87.15242000107537
45,86.32523299820605
46,86.34533900112729
47,87.00755599784316
48,85.70048899855465
49,85.67765000043437
50,86.74127400081488
51,86.02733299994725
52,85.22932999767363
53,87.09878499939805
54,85.92542599944863
55,85.45057200171868
56,85.88418799990905
57,85.64743800161523
58,85.76780699877418
59,89.78330999889295
60,85.08829600032186
61,84.78814100089949
62,85.89799399851472
63,85.38264199887635
64,85.03770799870836
65,90.20618499926059
66,85.16357600092306
67,85.42407200002344
68,86.35910500015598
69,85.29215099770227
70,85.04257399908965
71,86.75215800030855
72,85.0624489976326
73,84.93268299935153
74,86.0487589998229
75,85.06212700012838
76,84.81671000117785
77,86.25504600058775
78,89.96864399887272
79,84.89852699858602
80,87.78480799810495
81,85.30875300129992
82,84.9937860002683
83,86.65488800033927
84,85.11838499907753
85,85.37806000094861
86,86.85476299797301
87,85.03843500147923
88,85.01644400166697
89,85.69351699770777
90,84.85354700314929
91,90.08927900140407
92,86.27443499790388
93,85.1794410009461
94,96.35610499753966
95,88.43355600038194
96,85.12995000273804
97,84.91244499964523
98,85.85530300115352
99,84.86358699883567
100,84.93542299765977
101,85.89288900111569
102,85.37414699821966
103,85.441063001781
104,88.32608200100367
105,84.98468600009801
106,86.31219499875442
107,86.51199200176052
108,84.9638120016607
109,85.07348199782427
110,86.0002519984846
111,84.86914099921705
112,85.64060599746881
113,85.60673499960103
114,84.83894899836741
115,85.13981899886858
116,85.84637799867778
117,85.64363299956312
118,85.569653998391
119,86.25631399991107
120,85.11598499899264
121,85.15278899722034
122,85.43812100106152
123,85.18524800092564
124,85.13097199829645
125,85.37122100096894
126,85.25944099892513
127,85.31174400195596
128,86.67961099854438
129,85.16226500069024
130,85.00746899881051
131,85.52511100060656
132,84.93169999928796
133,85.08247999998275
134,85.74875900012557
135,85.07570100118755
136,85.11988900136203
137,85.50473799914471
138,84.97912299935706
139,85.1090549986111
140,86.50357999795233
141,85.3387980023399
142,85.38994999980787
143,85.72521500173025
144,85.56452899938449
145,85.35162800035323
146,86.15317300063907
147,85.58681399881607
148,85.37338799942518
149,91.56736099976115
150,85.5585310018796
151,85.77157800027635
152,86.60999099811306
153,85.35832000052324
154,85.41371699902811
155,86.52861299924552
156,86.18107800066355
157,85.88101100031054
158,86.33666599780554
159,85.11787799943704
160,84.91082600085065
161,86.17221500026062
162,85.53168099751929
163,85.39658199879341
164,89.19544700256665
165,85.18167500005802
166,85.4557719976583
167,104.97562799719162
168,89.74846199998865
169,86.13222199710435
170,86.61714900154038
171,85.03654400192318
172,85.06639999905019
173,86.73182599886786
174,85.46182400095859
