support,time
11,1672474.4822220004
12,1667053.0118369998
13,1657345.2019710003
14,1683315.1159909994
15,1671917.49634
16,1502305.806118
17,1130579.6096559989
18,873618.7269500005
19,818692.0029350003
20,814539.4025719997
21,660532.0804099992
22,301851.4081320027
23,45925.92975200023
24,47.399574003065936
25,46.86910199961858
26,47.0225710014347
27,46.63906300265808
28,48.961546999635175
29,46.51547699904768
30,46.39827700157184
31,46.21018600300886
32,46.65165899859858
33,46.61397200106876
34,46.29742600081954
35,46.316693998960545
36,46.48416500276653
37,46.40529099924606
38,47.47227000189014
39,46.25978900003247
40,46.02666799837607
41,46.07484400185058
42,46.161742000549566
43,47.31885499859345
44,46.079889998509316
45,45.986590997927124
46,45.87500300112879
47,45.660969997697975
48,46.85109999991255
49,46.16538999835029
50,54.399655000452185
51,45.724733001407
52,46.009159999812255
53,47.52511700280593
54,45.78583299735328
55,57.01813500127173
56,45.73081600028672
57,45.84987199996249
58,46.83284099883167
59,45.86988799928804
60,45.54997900049784
61,45.71474499971373
62,45.96873200353002
63,46.79760900035035
64,45.73805399923003
65,46.33591500169132
66,45.772080000460846
67,45.39834100069129
68,45.82402700179955
69,45.44035799699486
70,45.951007999974536
71,45.457937001629034
72,45.802653999999166
73,48.59826000028988
74,45.46209999898565
75,45.34660200079088
76,45.40672100119991
77,45.35838099764078
78,46.34513899873127
79,45.67630099700182
80,45.91548199823592
81,47.3967090001679
82,45.66124000120908
83,45.878857003117446
84,45.51921700112871
85,45.496332000766415
86,45.65809000268928
87,45.63542299729306
88,53.93757599813398
89,45.35562000091886
90,45.26171600082307
91,45.27057000086643
92,45.648846000403864
93,53.09444600061397
94,46.101952000753954
95,45.81278899786412
96,45.6864139996469
97,46.6328809998231
98,47.01037999984692
99,45.95514799802913
100,45.84016000080737
101,45.46258799746283
102,46.367087998078205
103,47.20105999876978
104,45.796384998539
105,45.70333800074877
106,45.74430900174775
107,45.48548800084973
108,46.83259599914891
109,45.41329399944516
110,45.29210699911346
111,45.16619399873889
112,45.2266120009881
113,46.46614200100885
114,45.81318000055035
115,45.603886999742826
116,45.447773998603225
117,45.57747099897824
118,56.137108000257285
119,49.766813001042465
120,45.28810500050895
121,45.26801500105648
122,45.331507000810234
123,45.721366001089336
124,45.589552999445004
125,45.19032199823414
126,45.263066996994894
127,45.31928599681123
128,46.450997000647476
129,45.47143599847914
130,45.579919998999685
131,45.73071399863693
132,45.60357900118106
133,50.21395799849415
134,45.35150000083377
135,45.42129599940381
136,45.37860299751628
137,45.22170700147399
138,45.58251200069208
139,45.22270500092418
140,45.53698199742939
141,45.66201900161104
142,45.59833399980562
143,46.236273999966215
144,45.76245199859841
145,45.57359099999303
146,45.78402799961623
147,45.201446999271866
148,47.13834400172345
149,45.48165399683057
150,45.86994700002833
151,45.29807599828928
152,45.53135500100325
153,48.56044199914322
154,45.37698599961004
155,45.26179199820035
156,48.30537999805529
157,45.49209399920073
158,50.50514999675215
159,45.38237200176809
160,45.36847200142802
161,45.49347099964507
162,45.39409999779309
163,45.96671800027252
164,45.508207000239054
165,45.41194299963536
166,45.352606000960805
167,45.48303200135706
168,47.547253998345695
169,45.82124200169346
170,45.78436599695124
171,46.03733600015403
172,45.82449899680796
173,47.54411999965669
174,45.69604300195351
175,45.49141100142151
176,45.455905001290375
177,45.44154700124636
178,46.26810600166209
179,45.52809199958574
180,45.56287499872269
181,45.29841100156773
182,45.89417500028503
183,48.67977899994003
184,45.777298997563776
185,45.44711400012602
186,45.40284700124175
187,45.328080999752274
188,46.779386000707746
189,45.68325900254422
190,45.983595999132376
